Colleges_and_Universities
NAME,CITY,STATE,ZIP,COUNTY,ALIAS
Hiram College,Hiram,OH,44234,Portage,Hiram
Carolina Christian College,Winston Salem,NC,27105,Forsyth,NOT AVAILABLE
Chattanooga State Community College,Chattanooga,TN,37406,Hamilton,NOT AVAILABLE
Hocking College,Nelsonville,OH,45764,Athens,Hocking Technical College
Columbia State Community College,Columbia,TN,38401,Maury,NOT AVAILABLE
Ross Medical Education Center,Cincinnati,OH,45246,Hamilton,NOT AVAILABLE
Chattanooga College Medical Dental and Technical Careers,Chattanooga,TN,37411,Hamilton,Electronic Computer Programming College
International College of Broadcasting,Dayton,OH,45431,Montgomery,NOT AVAILABLE
Tennessee Technology Center at Elizabethton,Elizabethton,TN,37643,Carter,NOT AVAILABLE
ITT Technical Institute-Dayton,Dayton,OH,45414,Montgomery,NOT AVAILABLE
Fayetteville College of Cosmetology Arts and Sciences,Fayetteville,TN,37334,Lincoln,Fayetteville College of Cosmetology
Hondros College,Westerville,OH,43081,Franklin,NOT AVAILABLE
Welch College,Nashville,TN,37205,Davidson,Free will Baptist Bible College
Casal Aveda Institute,Austintown,OH,44515,Mahoning,NOT AVAILABLE
Jackson State Community College,Jackson,TN,38301,Madison,JSCC
Kent State University at Stark,Canton,OH,44720,Stark,NOT AVAILABLE
John A Gupton College,Nashville,TN,37203,Davidson,NOT AVAILABLE
Kent State University at Tuscarawas,New Philadelphia,OH,44663,Tuscarawas,NOT AVAILABLE
Paul Mitchell the School-Nashville,Antioch,TN,37013,Davidson,NOT AVAILABLE
Kent State University at Kent,Kent,OH,44242,Portage,NOT AVAILABLE
Le Moyne-Owen College,Memphis,TN,38126,Shelby,NOT AVAILABLE
Tennessee Technology Center at Livingston,Livingston,TN,38570,Overton,NOT AVAILABLE
Kenyon College,Gambier,OH,43022,Knox,NOT AVAILABLE
Kettering College,Kettering,OH,45429,Montgomery,NOT AVAILABLE
Genesis Career College,Cookeville,TN,38501,Putnam,NOT AVAILABLE
Lake Erie College,Painesville,OH,44077,Lake,LEC
University of Memphis,Memphis,TN,38152,Shelby,NOT AVAILABLE
Lakeland Community College,Kirtland,OH,44094,Lake,Lakeland|Lakeland College|LCC
Victory University,Memphis,TN,38111,Shelby,"Victory, Crichton College"
Ohio Business College-Sandusky,Sandusky,OH,44870,Erie,NOT AVAILABLE
Milligan College,Milligan College,TN,37682,Carter,NOT AVAILABLE
Motlow State Community College,Tullahoma,TN,37388,Moore,Motlow|Motlow College|MSCC
Marietta College,Marietta,OH,45750,Washington,NOT AVAILABLE
Plaza Beauty School,Memphis,TN,38117,Shelby,NOT AVAILABLE
Medina County Career Center,Medina,OH,44256,Medina,NOT AVAILABLE
Rhodes College,Memphis,TN,38112,Shelby,NOT AVAILABLE
Miami University-Middletown,Middletown,OH,45042,Butler,NOT AVAILABLE
Tennessee Technology Center at Crump,Crump,TN,38327,Hardin,NOT AVAILABLE
Mount Carmel College of Nursing,Columbus,OH,43222,Franklin,NOT AVAILABLE
Mount Vernon Nazarene University,Mount Vernon,OH,43050,Knox,MVNU
Southwest Tennessee Community College,Memphis,TN,38103,Shelby,Southwest
Sewanee-The University of the South,Sewanee,TN,37383,Franklin,Sewanee|The University of the South|University of the South
College of Mount St. Joseph,Cincinnati,OH,45233,Hamilton,"College of Mount Saint Joseph, Mount St. Joseph College, Mount Saint Joseph College, Mount St. Joe, Mount, The Mount, College of Mount St. Joseph on the Ohio."
Southern Adventist University,Collegedale,TN,37315,Hamilton,NOT AVAILABLE
Zane State College,Zanesville,OH,43701,Muskingum,NOT AVAILABLE
Tennessee Wesleyan College,Athens,TN,37303,McMinn,NOT AVAILABLE
Brown Mackie College-North Canton,Canton,OH,44718,Stark,NOT AVAILABLE
The University of Tennessee at Chattanooga,Chattanooga,TN,37403,Hamilton,UTC
National Beauty College,Canton,OH,44709,Stark,NOT AVAILABLE
Toledo Public Schools Adult & Continuing Education,Toledo,OH,43604,Lucas,NOT AVAILABLE
The University of Tennessee-Martin,Martin,TN,38238,Weakley,UT Martin
University of Northwestern Ohio,Lima,OH,45805,Allen,NOT AVAILABLE
New Concepts School of Cosmetology,Cleveland,TN,37311,Bradley,NOT AVAILABLE
Kaplan College-Dayton,Dayton,OH,45439,Montgomery,NOT AVAILABLE
Ohio State University-Lima Campus,Lima,OH,45804,Allen,NOT AVAILABLE
The Spa School,Columbus,OH,43214,Franklin,NOT AVAILABLE
Ohio State School of Cosmetology-Canal Winchester,CANAL WINCHESTER,OH,43110,Franklin,NOT AVAILABLE
Ohio State University-Main Campus,Columbus,OH,43210,Franklin,NOT AVAILABLE
Ohio University-Main Campus,Athens,OH,45701,Athens,NOT AVAILABLE
Ohio Valley College of Technology,East Liverpool,OH,43920,Columbiana,NOT AVAILABLE
Ohio Wesleyan University,Delaware,OH,43015,Delaware,OWU
Otterbein University,Westerville,OH,43081,Franklin,NOT AVAILABLE
Owens Community College,Perrysburg,OH,43551,Wood,Owens State Community College
Paramount Beauty Academy,Portsmouth,OH,45662,Scioto,NOT AVAILABLE
Cuyahoga Valley Career Center,Brecksville,OH,44141,Cuyahoga,Cuyahoga Valley Career Center |CVCC
Payne Theological Seminary,Wilberforce,OH,45384,Greene,NOT AVAILABLE
Professional Skills Institute,Maumee,OH,43528,Lucas,NOT AVAILABLE
Evans Hairstyling College-Cedar City,Cedar City,UT,84720,Iron,NOT AVAILABLE
Evans Hairstyling College-St George,Saint George,UT,84770,Washington,NOT AVAILABLE
Paul Mitchell the School-Salt Lake City,Holiday,UT,84117,Salt Lake,NOT AVAILABLE
Eagle Gate College-Murray,Murray,UT,84123,Salt Lake,NOT AVAILABLE
Everest College-Salt Lake City,West Valley City,UT,84119,Salt Lake,NOT AVAILABLE
Southern Utah University,Cedar City,UT,84720,Iron,NOT AVAILABLE
Stevens-Henager College-Ogden,West Haven,UT,84401,Weber,NOT AVAILABLE
Stevens-Henager College of Business-Provo,Orem,UT,84058,Utah,NOT AVAILABLE
Utah State University,Logan,UT,84322,Cache,NOT AVAILABLE
Utah Valley University,Orem,UT,84058,Utah,UVU
Salt Lake Community College,Salt Lake City,UT,84123,Salt Lake,NOT AVAILABLE
Weber State University,Ogden,UT,84408,Weber,WSU
Green Mountain College,Poultney,VT,5764,Rutland,NOT AVAILABLE
Marlboro College,Marlboro,VT,5344,Windham,NOT AVAILABLE
Middlebury College,Middlebury,VT,5753,Addison,NOT AVAILABLE
Saint Michael's College,Colchester,VT,5439,Chittenden,NOT AVAILABLE
SIT Graduate Institute,Brattleboro,VT,5302,Windham,SIT
Sterling College,Craftsbury Common,VT,5827,Orleans,NOT AVAILABLE
Vermont State Colleges-Office of the Chancellor,Montpelier,VT,5602,Washington,NOT AVAILABLE
Vermont Technical College,Randolph Center,VT,5061,Orange,Vermont Tech |VTC
University of Vermont,Burlington,VT,5405,Chittenden,University of Vermont and State Agricultural College |UVM |UVT |Vermont
SUNY at Albany,Albany,NY,12222,Albany,"University at Albany, SUNY"
SUNY at Binghamton,Vestal,NY,13850,Broome,Binghamton University
University at Buffalo,Buffalo,NY,14260,Erie,University at Buffalo|UB|State University of New York at Buffalo|SUNY Buffalo|University of Buffalo
Bar Palma Beauty Careers Academy,Roanoke,VA,24014,Roanoke,NOT AVAILABLE
Stony Brook University,Stony Brook,NY,11794,Suffolk,SUNY Stony Brook |State University of New York at Stony Brook
SUNY Institute of Technology at Utica-Rome,Utica,NY,13502,Oneida,SUNYIT
SUNY College at Cortland,Cortland,NY,13045,Cortland,SUNY Cortland
SUNY at Fredonia,Fredonia,NY,14063,Chautauqua,NOT AVAILABLE
Advanced Technology Institute,Virginia Beach,VA,23462,Virginia Beach,NOT AVAILABLE
State University of New York at New Paltz,New Paltz,NY,12561,Ulster,State University of New York at New Paltz
College of William and Mary,Williamsburg,VA,23187,Williamsburg,William & Mary
SUNY College at Oneonta,Oneonta,NY,13820,Otsego,NOT AVAILABLE
Central School of Practical Nursing,Norfolk,VA,23502,Norfolk,NOT AVAILABLE
SUNY College at Potsdam,Potsdam,NY,13676,St. Lawrence,SUNY-Potsdam
Suffolk Beauty Academy,Suffolk,VA,23434,Suffolk,NOT AVAILABLE
Swedish Institute a College of Health Sciences,New York,NY,10001,New York,NOT AVAILABLE
Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,23462,Virginia Beach,NOT AVAILABLE
Bryant & Stratton College-Richmond,North Chesterfield,VA,23235,Chesterfield,NOT AVAILABLE
Syracuse University,Syracuse,NY,13244,Onondaga,NOT AVAILABLE
Jefferson College of Health Sciences,Roanoke,VA,24013,Roanoke,NOT AVAILABLE
Talmudical Institute of Upstate New York,Rochester,NY,14607,Monroe,NOT AVAILABLE
Dabney S Lancaster Community College,Clifton Forge,VA,24422,Alleghany,DSLCC
Teachers College at Columbia University,New York,NY,10027,New York,NOT AVAILABLE
Centura College-Virginia Beach,Virginia Beach,VA,23452,Virginia Beach,NOT AVAILABLE
Torah Temimah Talmudical Seminary,Brooklyn,NY,11218,Kings,NOT AVAILABLE
Emory & Henry College,Emory,VA,24327,Washington,NOT AVAILABLE
Excelsior College,Albany,NY,12203,Albany,NOT AVAILABLE
George Mason University,Fairfax,VA,22030,Fairfax,Mason
Ulster County Community College,Stone Ridge,NY,12484,Ulster,SUNY Ulster
Sanford-Brown Institute-New York,New York,NY,10003,New York,SBI NYC
Hampden-Sydney College,Hampden-Sydney,VA,23943,Prince Edward,"HSC, Hampden-Sydney"
United Talmudical Seminary,Brooklyn,NY,11211,Kings,NOT AVAILABLE
United States Merchant Marine Academy,Kings Point,NY,11024,Nassau,USMMA|Kings Point
Hampton University,Hampton,VA,23668,Hampton,NOT AVAILABLE
Utica College,Utica,NY,13502,Oneida,NOT AVAILABLE
Vassar College,Poughkeepsie,NY,12604,Dutchess,NOT AVAILABLE
Villa Maria College,Buffalo,NY,14225,Erie,Villa
The College of Westchester,White Plains,NY,10606,Westchester,CW
Seattle Community College-Central Campus,Seattle,WA,98122,King,Seattle Central|Sea Central|Central Seattle|SCCC|SCC|Seattle CC|Seattle Central CC
Yeshiva Karlin Stolin,Brooklyn,NY,11204,Kings,NOT AVAILABLE
J Sargeant Reynolds Community College,Richmond,VA,23228,Henrico,NOT AVAILABLE
Everest College-Seattle,Seattle,WA,98133,King,NOT AVAILABLE
James Madison University,Harrisonburg,VA,22807,Harrisonburg,JMU
Yeshivat Mikdash Melech,Brooklyn,NY,11230,Kings,NOT AVAILABLE
Seattle University,Seattle,WA,98122,King,Seattle U
Everest College-Newport News,Newport News,VA,23606,Newport News,Everest Institute |Kee Business College
Yeshiva Derech Chaim,Brooklyn,NY,11218,Kings,NOT AVAILABLE
Spokane Falls Community College,Spokane,WA,99224,Spokane,NOT AVAILABLE
Suffolk Public Schools-Sentara Obici Hospital School of Practical Nursing,Suffolk,VA,23434,Suffolk,NOT AVAILABLE
Yeshiva of Nitra Rabbinical College,Mount Kisco,NY,10549,Westchester,NOT AVAILABLE
Stylemaster College of Hair Design,Longview,WA,98632,Cowlitz,NOT AVAILABLE
National College-Salem,Salem,VA,24153,Salem,NOT AVAILABLE
Yeshiva Shaar Hatorah,Kew Gardens,NY,11418,Queens,NOT AVAILABLE
Walla Walla Community College,Walla Walla,WA,99362,Walla Walla,NOT AVAILABLE
New River Community College,Dublin,VA,24084,Pulaski,NRCC
Yeshiva University,New York,NY,10033,New York,NOT AVAILABLE
Walla Walla University,College Place,WA,99324,Walla Walla,Walla Walla College
Sentara College of Health Sciences,Chesapeake,VA,23320,Chesapeake,NOT AVAILABLE
Yeshivath Zichron Moshe,South Fallsburgh,NY,12779,Sullivan,NOT AVAILABLE
Washington State University,Pullman,WA,99164,Whitman,NOT AVAILABLE
Tidewater Tech-Trades,Norfolk,VA,23502,Norfolk,NOT AVAILABLE
The Art Institute of Charlotte,Charlotte,NC,28217,Mecklenburg,NOT AVAILABLE
University of Washington-Seattle Campus,Seattle,WA,98195,King,"UW-Seattle, UDub, UW, Washington"
Old Dominion University,Norfolk,VA,23529,Norfolk,"ODU, Old Dominion"
Everest College-Vancouver,Vancouver,WA,98684,Clark,Western Business College
Yakima Valley Community College,Yakima,WA,98907,Yakima,YVCC
South Piedmont Community College,Polkton,NC,28135,Anson,NOT AVAILABLE
Appalachian Beauty School,South Williamson,KY,41503,Pike,NOT AVAILABLE
Appalachian State University,Boone,NC,28608,Watauga,ASU
Appalachian Bible College,Mount Hope,WV,25880,Raleigh,NOT AVAILABLE
Barton College,Wilson,NC,27893,Wilson,NOT AVAILABLE
Mountain State University,Beckley,WV,25801,Raleigh,NOT AVAILABLE
Bennett College for Women,Greensboro,NC,27401,Guilford,Bennett College / Bennett
Ben Franklin Career Center,Dunbar,WV,25064,Kanawha,NOT AVAILABLE
Bladen Community College,Dublin,NC,28332,Bladen,BCC
Blue Ridge Community College,Flat Rock,NC,28731,Henderson,NOT AVAILABLE
Bethany College,Bethany,WV,26032,Brooke,NOT AVAILABLE
Brookstone College-Charlotte,Charlotte,NC,28262,Mecklenburg,NOT AVAILABLE
Cabell County Career Technology Center,Huntington,WV,25705,Cabell,NOT AVAILABLE
Brunswick Community College,Bolivia,NC,28422,Brunswick,NOT AVAILABLE
Charleston School of Beauty Culture,Charleston,WV,25301,Kanawha,NOT AVAILABLE
University of Charleston,Charleston,WV,25304,Kanawha,NOT AVAILABLE
Campbell University,Buies Creek,NC,27506,Harnett,NOT AVAILABLE
HRDE-Stanley Technical Institute-Clarksburg,Clarksburg,WV,26301,Harrison,NOT AVAILABLE
Cape Fear Community College,Wilmington,NC,28401,New Hanover,CFCC
James Rumsey Technical Institute,Martinsburg,WV,25403,Berkeley,NOT AVAILABLE
Ralph R Willis Career and Technical Center,Stollings,WV,25646,Logan,NOT AVAILABLE
Human Resource Development and Employment Inc,Morgantown,WV,26505,Monongalia,NOT AVAILABLE
Marshall University,Huntington,WV,25755,Cabell,NOT AVAILABLE
Mercer County Technical Education Center,Princeton,WV,24740,Mercer,NOT AVAILABLE
Everest Institute-Cross Lanes,Cross Lanes,WV,25313,Kanawha,NOT AVAILABLE
Carolina School of Broadcasting,Charlotte,NC,28214,Mecklenburg,NOT AVAILABLE
Opportunities Industrialization Center-North Central West Virginia,Fairmont,WV,26554,Marion,OIC Training Academy
Catawba Valley Community College,Hickory,NC,28602,Catawba,CVCC
West Virginia University at Parkersburg,Parkersburg,WV,26104,Wood,NOT AVAILABLE
Academy of Careers and Technology,Beckley,WV,25801,Raleigh,NOT AVAILABLE
Salem International University,Salem,WV,26426,Harrison,NOT AVAILABLE
Southern West Virginia Community and Technical College,Mount Gay,WV,25637,Logan,NOT AVAILABLE
Fred W Eberle Technical Center,Buckhannon,WV,26201,Upshur,NOT AVAILABLE
West Virginia State University,Institute,WV,25112,Kanawha,WVSU |West Virginia State
West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,26506,Monongalia,WVUH Radiologic Technology Education Programs
West Liberty University,West Liberty,WV,26074,Ohio,NOT AVAILABLE
West Virginia Junior College-Charleston,Charleston,WV,25301,Kanawha,NOT AVAILABLE
West Virginia Junior College-Morgantown,Morgantown,WV,26505,Monongalia,NOT AVAILABLE
West Virginia University,Morgantown,WV,26506,Monongalia,WVU
Wood County School of Practical Nursing,Parkersburg,WV,26104,Wood,NOT AVAILABLE
Advanced Institute of Hair Design,Glendale,WI,53217,Milwaukee,NOT AVAILABLE
Advanced Institute of Hair Design,Greenfield,WI,53228,Milwaukee,NOT AVAILABLE
Lakeside School of Massage Therapy,Milwaukee,WI,53212,Milwaukee,NOT AVAILABLE
Cardinal Stritch University,Milwaukee,WI,53217,Milwaukee,Stritch
Concordia University-Wisconsin,Mequon,WI,53097,Ozaukee,CUW
Patrick Henry Community College,Martinsville,VA,24112,Henry,Patrick Henry |PHCC |PH
Miller-Motte Technical College-Lynchburg,Lynchburg,VA,24502,Lynchburg,NOT AVAILABLE
Radford University,Radford,VA,24141,Radford,RU
Sylvain Melloul International Hair Academy,Lynchburg,VA,24502,Lynchburg,Sylvain Melloul Int'l Hair Academy
Winston Salem Barber School,Winston Salem,NC,27127,Forsyth,NOT AVAILABLE
Randolph College,Lynchburg,VA,24503,Lynchburg,Randolph|Randolph-Macon Woman's College|Randolph Macon Women's College|Randolph-Macon Womens College|Randolph Macon Womens College|R-MWC|RMWC|Randolf-Macon Women's College|Randolf Macon Women's College|Randolf|Randolph Lynchburg|RC|Lynchburg Randolph
Western Carolina University,Cullowhee,NC,28723,Jackson,NOT AVAILABLE
Fortis College-Norfolk,Norfolk,VA,23502,Virginia Beach,Virginia Career Institute
Bon Secours Memorial College of Nursing,Richmond,VA,23227,Henrico,NOT AVAILABLE
Rasmussen College-North Dakota,Fargo,ND,58103,Cass,NOT AVAILABLE
Riverside School of Health Careers,Newport News,VA,23601,Newport News,NOT AVAILABLE
Dickinson State University,Dickinson,ND,58601,Stark,DSU
Saint Pauls College,Lawrenceville,VA,23868,Brunswick,NOT AVAILABLE
Southwest Virginia Community College,Richlands,VA,24641,Tazewell,Southwest Virginia|Southwest|SVCC|SWVCC|SwVCC|SWCC
Fort Berthold Community College,New Town,ND,58763,Mountrail,FBCC
Springfield Beauty Academy,Annandale,VA,22003,Fairfax,NOT AVAILABLE
Josef's School of Hair Design Inc-Grand Forks,Grand Forks,ND,58201,Grand Forks,Josef's
Sweet Briar College,Sweet Briar,VA,24595,Amherst,NOT AVAILABLE
Headquarters Academy of Hair Design Inc,Minot,ND,58701,Ward,NOT AVAILABLE
Jamestown College,Jamestown,ND,58405,Stutsman,JC|Jimmies|
Lake Region State College,Devils Lake,ND,58301,Ramsey,NOT AVAILABLE
Cankdeska Cikana Community College,Fort Totten,ND,58335,Benson,NOT AVAILABLE
Moler Barber College,Fargo,ND,58103,Cass,NOT AVAILABLE
University of North Dakota,Grand Forks,ND,58202,Grand Forks,NOT AVAILABLE
North Dakota State University-Main Campus,Fargo,ND,58108,Cass,"North Dakota State University, NDSU"
Williston State College,Williston,ND,58801,Williams,NOT AVAILABLE
JZ Trend Academy Paul Mitchell Partner School,Bismarck,ND,58504,Burleigh,JZ Trend Academy
Turtle Mountain Community College,Belcourt,ND,58316,Rolette,TMCC
Valley City State University,Valley City,ND,58072,Barnes,NOT AVAILABLE
The Art Institute of Cincinnati,Cincinnati,OH,45246,Hamilton,NOT AVAILABLE
Miami-Jacobs Career College,Independence,OH,44131,Cuyahoga,NOT AVAILABLE
Air Force Institute of Technology-Graduate School of Engineering & Management,Wright-Patterson AFB,OH,45433,Greene,AFIT
Akron Institute of Herzing University,Akron,OH,44306,Summit,NOT AVAILABLE
University of Akron Main Campus,Akron,OH,44325,Summit,NOT AVAILABLE
Apollo Career Center,Lima,OH,45806,Allen,"Apollo JVS, Apollo Career Center, Apollo Joint Vocational School"
Athenaeum of Ohio,Cincinnati,OH,45230,Hamilton,Mount St. Mary's Seminary |Mount St. Mary's Seminary of the West
Auburn Career Center,Concord Twp,OH,44077,Lake,NOT AVAILABLE
Aultman College of Nursing and Health Sciences,Canton,OH,44710,Stark,Aultman College
Belmont College,Saint Clairsville,OH,43950,Belmont,NOT AVAILABLE
Bluffton University,Bluffton,OH,45817,Allen,NOT AVAILABLE
William Moore College of Technology,Memphis,TN,38104,Shelby,Moore Tech
Alamo Community College District Central Office,San Antonio,TX,78204,Bexar,NOT AVAILABLE
Fortis College-Ravenna,Ravenna,OH,44266,Portage,Bohecker College |Dwayneco
ATI Technical Training Center,Dallas,TX,75235,Dallas,NOT AVAILABLE
